module,acronym_abrev,term_eng,term_esp,definition_esp
EXTERNAL AGENTS AND ELEMENTS,IMPERV,Impervious,Superficies Impermeables,"Superficies impermeables del lote (concreto, asfalto, piedra... etc). Como consecuencia, estas superficies aumentan las escorrentías."
EXTERNAL AGENTS AND ELEMENTS,RUN-OFF,Run-Off,Escorrentía,Corriente de agua que discurre por una superficie impermeable.
EXTERNAL AGENTS AND ELEMENTS,VUA,Vehicular Use Area,Área De Uso Vehicular,Área de uso vehicular.
EXTERNAL AGENTS AND ELEMENTS,VISIB TRNGL,Visibility Triangle,Triángulo De Visibilidad,Zonas sin obstrucciones para visibilidad en intersecciones.
EXTERNAL AGENTS AND ELEMENTS,BFFR,Buffer,Barrera Verde / Zona De Mitigación,Transición en el perímetro del lote como barrera visual y acústica.
EXTERNAL AGENTS AND ELEMENTS,FNC,Fence,Valla / Cerca,Valla / Cerca.
EXTERNAL AGENTS AND ELEMENTS,CHN LNK FNC,Chain Link Fence,Valla De Alambre / Cerca Eslabonada,Valla / Cerca de alambre.
EXTERNAL AGENTS AND ELEMENTS,PKT FNC,Picket Fence,Valla De Postes Verticales,Valla de postes verticales.
EXTERNAL AGENTS AND ELEMENTS,BRBD FNC,Barbed Fence,Valla De Alambre De Púas,Valla con alambre de púas.
EXTERNAL AGENTS AND ELEMENTS,SITE FNC,Site Fence,Valla De Protección Del Lote,Valla / Cerca de protección del lote.
EXTERNAL AGENTS AND ELEMENTS,BNCH,Bench,Banco / Banca,Banco.
EXTERNAL AGENTS AND ELEMENTS,PLNTR,Planter,Jardinera,Jardinera.
EXTERNAL AGENTS AND ELEMENTS,TREE GRT,Tree Grate,Alcorque / Rejilla De Árbol,"Espacio alrededor del tronco del árbol, para almacenar el agua."
EXTERNAL AGENTS AND ELEMENTS,VEGET,Vegetation,Vegetación,Vegetación.
EXTERNAL AGENTS AND ELEMENTS,SHRB,Shrub,Arbusto / Vegetación Baja,Arbusto / Vegetación baja.
EXTERNAL AGENTS AND ELEMENTS,TURF,Turf,Zacate / Césped,Zacate / Césped.
EXTERNAL AGENTS AND ELEMENTS,LWN,Lawn,Zacate / Césped / Prado,Zacate / Césped.
EXTERNAL AGENTS AND ELEMENTS,SOIL,Soil,Tierra / Terreno / Suelo,Tierra / Terreno.
EXTERNAL AGENTS AND ELEMENTS,SWL,Swale,Depresión Del Terreno / Cuneta Verde,Depresión en el terreno (donde se tiende a acumular agua).
EXTERNAL AGENTS AND ELEMENTS,CLPR,Caliper,Diámetro Del Tronco / Calibre,Dimensión del diámetro del tronco de un árbol a la altura del pecho.
EXTERNAL AGENTS AND ELEMENTS,EQUIP,Equipment,Equipamiento / Equipo,Equipamiento.
EXTERNAL AGENTS AND ELEMENTS,FE,Fire Extinguisher,Extintor De Incendios,Extintor de incendios.
EXTERNAL AGENTS AND ELEMENTS,RFE,Recessed Fire Extinguisher,Extintor De Incendios Empotrado,Extintor de incendios empotrado.
EXTERNAL AGENTS AND ELEMENTS,SFE,Surface Fire Extinguisher,Extintor De Incendios Superficial / Rasante,Extintor de incendios rasante.
EXTERNAL AGENTS AND ELEMENTS,FEC,Fire Extinguisher Cabinet,Gabinete De Extintor De Incendios,Armario con extintor de incendios.
EXTERNAL AGENTS AND ELEMENTS,FHC,Fire Hose Cabinet,Gabinete De Manguera De Incendios,Armario con la toma de la manguera de incendios.
EXTERNAL AGENTS AND ELEMENTS,FHV,Fire Hose Valve,Válvula De Manguera De Incendios,Válvula de la manguera de incendios.
EXTERNAL AGENTS AND ELEMENTS,FRT,Fire Retardant Treated,Tratado Con Retardante De Fuego,Tratado con retardante ante incendios (usualmente cerchas de madera o wood trusses).
EXTERNAL AGENTS AND ELEMENTS,FSE,Fire Service Elevator,Elevador De Servicio De Bomberos,Elevador de servicio ante incendios.
EXTERNAL AGENTS AND ELEMENTS,DRFTSTP,Draftstop,Cortafuegos / Barrera De Tiro,Compartimentación en techos para evitar la propagación del fuego.
EXTERNAL AGENTS AND ELEMENTS,SMK COMP,Smoke Compartment,Compartimento De Humo,Área compartimentada anti-incendios (evita propagación del humo).
EXTERNAL AGENTS AND ELEMENTS,SD,Smoke Detector,Detector De Humo,Detector de humos.
EXTERNAL AGENTS AND ELEMENTS,SPKR,Sprinkler,Rociador / Aspersor,Rociador.
EXTERNAL AGENTS AND ELEMENTS,PIPE,Pipe,Tubería / Ducto,Tubería / Ducto.
EXTERNAL AGENTS AND ELEMENTS,SP,Standpipe,Columna Seca / Tubo Vertical,Instalación vertical para uso de los bomberos en caso de incendio.
EXTERNAL AGENTS AND ELEMENTS,FSP,Fire Standpipe,Columna Seca Contra Incendios,Instalación vertical para uso de los bomberos en caso de incendio.
EXTERNAL AGENTS AND ELEMENTS,FASS,Fire Apparatus Setup Site,Zona De Estacionamiento De Bomberos,Espacio de estacionamiento reservado para el camión de bomberos (47'x21').
EXTERNAL AGENTS AND ELEMENTS,FCS,Fire Control Symbol,Símbolo De Control De Fuego,"Símbolo para el control del fuego (identifica en fachada al edificio con una categoría para facilitar el trabajo de los bomberos). Variaciones: F (Floor Trusses), R (Roof Trusses), RF (Floor & Roof Trusses)."
EXTERNAL AGENTS AND ELEMENTS,AED,Automatic External Defibrillator,Desfibrilador Externo Automático,Desfibrilador externo automático.
EXTERNAL AGENTS AND ELEMENTS,HVAC,"Heating, Ventilation And Cooling","Calefacción, Ventilación Y Aire Acondicionado","Sistema de calefacción, ventilación y enfriamiento."
EXTERNAL AGENTS AND ELEMENTS,CU,Condensing Unit,Unidad Condensadora,Unidad de condensación.
EXTERNAL AGENTS AND ELEMENTS,AHU,Air Handling Unit,Unidad Manejadora De Aire,Unidad de tratamiento de aire.
EXTERNAL AGENTS AND ELEMENTS,RTU,Rooftop Unit,Unidad De Aire Acondicionado En Techo,Unidad de aire acondicionado en el techo del edificio.
EXTERNAL AGENTS AND ELEMENTS,EX,Exhaust,Extractor De Aire / Extracción,Extractor de aire (ventilación).
EXTERNAL AGENTS AND ELEMENTS,IN,Intake,Toma De Aire / Admisión,Toma de aire (ventilación).
EXTERNAL AGENTS AND ELEMENTS,O/A,Outside Air,Toma De Aire Exterior,Toma de aire (ventilación).
EXTERNAL AGENTS AND ELEMENTS,REF LINES,Refrigeration Lines,Líneas De Refrigeración,Líneas de cobre que llevan refrigerante entre unidades de HVAC interna y externa.
EXTERNAL AGENTS AND ELEMENTS,VTR,Ventilation Through Roof,Ventilación A Través Del Techo,Ventilación a través del techo.
EXTERNAL AGENTS AND ELEMENTS,SHFT,Shaft,Ducto Vertical / Shaft,Hueco vertical que comunica varios pisos (siempre con clasificación de resistencia al fuego de 2h).
EXTERNAL AGENTS AND ELEMENTS,CHS,Chase,Ducto / Caja De Instalaciones / Chase,Hueco que puede comunicar varios pisos y puede ser horizontal (no siempre llevan clasificación de resistencia al fuego).
EXTERNAL AGENTS AND ELEMENTS,HSTWY,Hoistway,Caja De Elevador / Hueco De Izado,Hueco vertical específicamente del elevador (siempre con clasificación de resistencia al fuego de 2h).
EXTERNAL AGENTS AND ELEMENTS,TRSH CHT,Trash Chute,Ducto De Basura,Ducto vertical de basura (conecta todos los pisos con el cuarto de basura en el primer nivel). En su parte inferior se permite un desfase máximo de 15 grados. Siempre con resistencia de 2h.
EXTERNAL AGENTS AND ELEMENTS,TELESC CHT,Telescopic Security Chute,Ducto Telescópico De Seguridad,Ducto telescópico de seguridad (conexión horizontal del compactador de basura con el exterior).
EXTERNAL AGENTS AND ELEMENTS,TRSH BIN,Trash Bin,Contenedor De Basura / Basurero,Contenedor para reciclaje o desechos comunes.
EXTERNAL AGENTS AND ELEMENTS,RECYC BIN,Recycling Bin,Contenedor De Reciclaje,Contenedor para reciclaje.
EXTERNAL AGENTS AND ELEMENTS,K-BOX,Knox Box,Caja De Seguridad Para Llaves / Knox Box,Caja cerrada donde se guardan las llaves de acceso a servicios del edificio.
EXTERNAL AGENTS AND ELEMENTS,J-BOX,Junction Box,Caja De Conexiones / Registro,Caja de conexiones.
EXTERNAL AGENTS AND ELEMENTS,EL,Emergency Lighting,Iluminación De Emergencia,Iluminación de emergencia.
EXTERNAL AGENTS AND ELEMENTS,EP,Electrical Panel,Panel Eléctrico / Tablero,Panel eléctrico.
EXTERNAL AGENTS AND ELEMENTS,EVSE,Electric Vehicle Supply Equipment,Equipo De Suministro De Vehículos Eléctricos,Equipamiento de carga de vehículos eléctricos.
EXTERNAL AGENTS AND ELEMENTS,HV,High Voltage,Alto Voltaje / Alta Tensión,Alto voltaje.
EXTERNAL AGENTS AND ELEMENTS,LV,Low Voltage,Bajo Voltaje / Baja Tensión,Bajo voltaje.
EXTERNAL AGENTS AND ELEMENTS,LVP,Low Voltage Panel,Panel De Bajo Voltaje,Panel de bajo voltaje.
EXTERNAL AGENTS AND ELEMENTS,XFMR,Transformer,Transformador,Transformador.
EXTERNAL AGENTS AND ELEMENTS,EF,Exhaust Fan,Ventilador De Extracción / Extractor,Ventilador de extracción.
EXTERNAL AGENTS AND ELEMENTS,SCEF,Smoke Control Exhaust Fan,Ventilador De Extracción De Humo,Ventilador de extracción de humo.
EXTERNAL AGENTS AND ELEMENTS,CF,Ceiling Fan,Ventilador De Techo,Ventilador (montado en el cielo raso).
EXTERNAL AGENTS AND ELEMENTS,GFI,Ground Fault Interruptor,Interruptor De Falla De Tierra / GFCI,Interruptor de falla de tierra.
EXTERNAL AGENTS AND ELEMENTS,LTG,Lighting,Iluminación / Alumbrado,Iluminación / Punto de luz.
EXTERNAL AGENTS AND ELEMENTS,FLUOR,Fluorescent,Fluorescente,Fluorescente.
EXTERNAL AGENTS AND ELEMENTS,LED,Light Emitting Diode,Diodo Emisor De Luz / LED,Luz tipo LED.
EXTERNAL AGENTS AND ELEMENTS,WALL SCNC,Wall Sconce,Aplique De Pared,Elemento de iluminación instalado en la pared.
EXTERNAL AGENTS AND ELEMENTS,WALL-MTD,Wall Mounted,Montado En La Pared,Montado en la pared (típico para los puntos de iluminación en fachada).
EXTERNAL AGENTS AND ELEMENTS,CLG-MTD,Ceiling Mounted,Montado En El Cielo Raso,Montado en el cielo raso (habitual para los puntos de iluminación interiores).
EXTERNAL AGENTS AND ELEMENTS,LP,Light Pole,Poste De Luz / Farola,Farola / Poste de luz.
EXTERNAL AGENTS AND ELEMENTS,2-WC,Two-Way Communication,Comunicación Bidireccional,Sistema de comunicación bidireccional (común en elevadores).
EXTERNAL AGENTS AND ELEMENTS,SYS,System,Sistema,Sistema.
EXTERNAL AGENTS AND ELEMENTS,TECH,Technical,Técnico,Técnico.
EXTERNAL AGENTS AND ELEMENTS,MTR,Meter,Medidor / Contador,Medidor.
EXTERNAL AGENTS AND ELEMENTS,SW,Switch,Interruptor / Apagador,Interruptor.
EXTERNAL AGENTS AND ELEMENTS,PEB,Push To Enter Button,Botón De Presionar Para Entrar,Botón para entrada.
EXTERNAL AGENTS AND ELEMENTS,PB,Palm Button,Botón De Palma,Botón accionable con la palma de la mano (típico en la puerta de tolva o hopper door del trash chute).
EXTERNAL AGENTS AND ELEMENTS,FOB,Key Fob,Dispositivo Electrónico De Apertura / Mando,Dispositivo electrónico de apertura a distancia (control).
EXTERNAL AGENTS AND ELEMENTS,AUTO,Automatic,Automático,Automático.
EXTERNAL AGENTS AND ELEMENTS,CCTV,Closed Circuit Television,Circuito Cerrado De Televisión,Circuito cerrado de televisión (para sistema de cámaras de vigilancia).
EXTERNAL AGENTS AND ELEMENTS,WP,Weatherproof / Waterproof,A Prueba De Intemperie / Impermeable,A prueba de la intemperie / A prueba de agua.
EXTERNAL AGENTS AND ELEMENTS,DP,Damp-Proof,A Prueba De Humedad,A prueba de la humedad (del terreno).
EXTERNAL AGENTS AND ELEMENTS,DPC,Damp-Proof Course,Barrera Horizontal Contra La Humedad,Membrana a prueba de humedad (del terreno).
EXTERNAL AGENTS AND ELEMENTS,DS,Downspout,Bajante Pluvial Exterior,Bajante (en la fachada del edificio). Usualmente tienen un diámetro de 3” o 4”.
EXTERNAL AGENTS AND ELEMENTS,RWL,Rainwater Leader,Bajante Pluvial Interior,Bajante (en el interior del edificio). Usualmente tienen un diámetro de 4” o superior.
EXTERNAL AGENTS AND ELEMENTS,GTR,Gutter,Canoa / Canalón,Canoa.
EXTERNAL AGENTS AND ELEMENTS,SPL BLK,Splash Block,Bloque Disipador / Anti-Salpicaduras,Protección anti-salpicaduras (se coloca ocasionalmente justo bajo los downspouts).
EXTERNAL AGENTS AND ELEMENTS,SPL GRD,Splash Guard,Protector Contra Salpicaduras,Protección anti-salpicaduras (se coloca ocasionalmente justo bajo los downspouts).
EXTERNAL AGENTS AND ELEMENTS,EOS,Emergency Overflow Scupper,Gárgola De Rebose De Emergencia,Rebalse de emergencia.
EXTERNAL AGENTS AND ELEMENTS,OS,Overflow Scupper,Gárgola De Rebose / Desagüe,Rebalse.
EXTERNAL AGENTS AND ELEMENTS,HB,Hose Bib,Toma Para Manguera / Grifo De Patio,Toma para manguera.
EXTERNAL AGENTS AND ELEMENTS,HYD,Hydrant,Hidrante / Toma De Agua,Hidrante.
EXTERNAL AGENTS AND ELEMENTS,FD,Floor Drain,Drenaje De Piso / Sumidero,Drenaje (en el suelo).
EXTERNAL AGENTS AND ELEMENTS,RD,Roof Drain,Drenaje De Techo,Drenaje (en el techo). No puede ubicarse a más de 16' del parapeto (línea interior).
EXTERNAL AGENTS AND ELEMENTS,TD,Trench Drain,Drenaje De Zanja / Lineal,Drenaje de zanja (drenaje lineal).
EXTERNAL AGENTS AND ELEMENTS,PD,Planter Drain,Drenaje De Jardinera,Drenaje de jardinera.
EXTERNAL AGENTS AND ELEMENTS,AD,Auxiliary Drain,Drenaje Auxiliar,Drenaje auxiliar.
EXTERNAL AGENTS AND ELEMENTS,CB,Catch Basin,Colector / Arqueta De Registro,Colector / Arqueta.
EXTERNAL AGENTS AND ELEMENTS,FCO,Floor Cleanout,Tapa De Registro De Limpieza,Tapa de drenaje (se utiliza para poder acceder al sistema de drenaje y limpiarlo).
EXTERNAL AGENTS AND ELEMENTS,WPHL,Weep Hole,Orificio De Drenaje / Mechinal,Orificio de drainage (típico en los compactadores de basura).
EXTERNAL AGENTS AND ELEMENTS,STRN DOME,Strainer Dome,Cúpula De Rejilla / Filtro De Domo,Tapa de drenaje semicircular (se utiliza en los roof drains).
EXTERNAL AGENTS AND ELEMENTS,WT,Water Tank,Tanque De Agua / Cisterna,Tanque de agua.
EXTERNAL AGENTS AND ELEMENTS,CW,Cold Water,Agua Fría,Agua fría.
EXTERNAL AGENTS AND ELEMENTS,HW,Hot Water,Agua Caliente,Agua caliente.
EXTERNAL AGENTS AND ELEMENTS,HWH,Hot Water Heater,Calentador De Agua / Termotanque,Calentador de agua.
EXTERNAL AGENTS AND ELEMENTS,TSTAT,Thermostat,Termostato,Termostato.
EXTERNAL AGENTS AND ELEMENTS,BYP,Bypass,Derivación / Bypass,Derivación.
EXTERNAL AGENTS AND ELEMENTS,SAN,Sanitary,Instalación Sanitaria,Sanitario (planos de instalaciones sanitarias).
EXTERNAL AGENTS AND ELEMENTS,SWG,Sewage,Sistema De Alcantarillado / Aguas Negras,Sistema de desagüe (de aguas residuales).
EXTERNAL AGENTS AND ELEMENTS,DWV,Drain Waste Vent,"Drenaje, Desecho Y Ventilación",Sistema de entrada de aire en el desagüe para limpieza de aguas negras y grises.
EXTERNAL AGENTS AND ELEMENTS,LIFT STAT,Lift Station,Estación De Bombeo / Elevadora,Estación de bombeo (sirve para drenar aguas negras y grises con más facilidad).
EXTERNAL AGENTS AND ELEMENTS,WRB,Water Resistive Barrier,Barrera Resistente Al Agua,Barrera impermeable.
EXTERNAL AGENTS AND ELEMENTS,VB,Vapor Barrier,Barrera De Vapor,Barrera de vapor (previene que la humedad del terreno pase a la estructura).
EXTERNAL AGENTS AND ELEMENTS,COMP FILL,Compacted Fill,Relleno Compactado,Relleno compactado (para aumentar su resistencia y reducir su porosidad).
EXTERNAL AGENTS AND ELEMENTS,EXCAV,Excavation,Excavación,Excavación.
EXTERNAL AGENTS AND ELEMENTS,DEMO,Demolition,Demolición,Demolición.
EXTERNAL AGENTS AND ELEMENTS,ETR,Existing To Remain,Existente A Mantener,"El edificio o elemento existente indicado, se mantiene."
EXTERNAL AGENTS AND ELEMENTS,RBBL,Rubble,Escombros / Cascote,Escombros.
EXTERNAL AGENTS AND ELEMENTS,RENOV,Renovation,Renovación,Renovación (cambios significativos con objetivo de mejorar el proyecto).
EXTERNAL AGENTS AND ELEMENTS,RESTOR,Restoration,Restauración,Restauración (cambios con objetivo de preservar la forma original del proyecto).
EXTERNAL AGENTS AND ELEMENTS,ALTER LVL,Alteration Level,Nivel De Alteración / Reforma,Clasificación para determinar el nivel de cambios en una reforma.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",LEED,Leadership In Energy & Environment Design,Liderazgo En Diseño Energético Y Ambiental,Liderazgo en Diseño Energético y Ambiental.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FBC,Florida Building Code,Código De Edificación De Florida,Código de Edificación de Florida.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FHA,Fair Housing Act,Ley Federal De Equidad De Viviendas,Ley Federal de Equidad de Viviendas. Regula los estándares de accesibilidad para vivienda privada.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FHADM,Fair Housing Act Design Manual,Manual De Diseño De La Ley Federal De Equidad De Viviendas,Manual de diseño que regula los estándares de accesibilidad para vivienda privada.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ADA,Americans With Disabilities Act,Ley Federal Para Estadounidenses Con Discapacidades,Ley Federal para Estadounidenses con Discapacidades. Regula los estándares de accesibilidad para zonas públicas.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FAC,Florida Accessibility Code,Código De Accesibilidad De Florida,"Regula los estándares de accesibilidad para zonas públicas (específico para Florida). A diferencia de ADA (que engloba los estandarizados federales de diseño), el FAC es un código de edificación (y por tanto tiene más peso en materia legal)."
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",CFR,Code Of Federal Regulations,Código De Regulaciones Federales,Código de Regulaciones Federales.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FDOT,Florida Department Of Transportation,Departamento De Transporte De Florida,"Departamento de Transporte de Florida (regulación movilidad: aceras, carreteras...)."
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FGBC,Florida Green Building Coalition,Coalición De Florida Para La Construcción Sostenible,Coalición de Florida para la Construcción Sostenible.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",NFPA,National Fire Protection Association,Asociación Nacional De Protección Contra Incendios,Asociación Nacional de Protección ante Incendios.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FFPC,Florida Fire Prevention Code,Código De Prevención De Incendios De Florida,Código de Prevención de Incendios de Florida.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FPL,Florida Power & Light,Compañía De Fuerza Y Luz De Florida,Compañía de Fuerza y Luz de Florida.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",FEMA,Federal Emergency Management Agency,Agencia Federal Para El Manejo De Emergencias,Agencia Federal para el Manejo de Emergencias.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",OSHA,Occupational Safety & Health Administration,Administración De Seguridad Y Salud Ocupacional,Administración de Seguridad y Salud Ocupacional.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",AIA,American Institute Of Architects,Instituto Estadounidense De Arquitectos,Institución Estadounidense de Arquitectos.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",HOA,Home Owner's Association,Asociación De Propietarios,Asociación de Propietarios.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",DBR,Design Review Board,Junta De Revisión De Diseño,Entidad supervisora del proyecto diseñado para su aprobación.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",DRC,Design Review Committee,Comité De Revisión De Diseño,Comité supervisor del proyecto.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ASTM,American Society For Testing & Materials,Sociedad Estadounidense Para Pruebas Y Materiales,Sociedad Estadounidense para Pruebas y Materiales.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ANSI,American National Standards Institute,Instituto Nacional Estadounidense De Estándares,Institución Estadounidense que coordina los estándares tecnológicos. El código ANSI A117.1 Standard aplica para áreas privadas y DUs (al igual que FHA).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ISO,International Standards Organization,Organización Internacional De Normalización,Organización internacional que coordina los estandarizados.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",NGVD,National Geodetic Vertical Datum ('29),Dátum Vertical Geodésico Nacional De 1929,"Referencia fijada para datos de alturas del terreno (en 1929). Es la predecesora de NAVD, y por lo tanto es menos precisa."
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",NAVD,North American Vertical Datum ('88),Dátum Vertical Norteamericano De 1988,Referencia fijada para datos de alturas del terreno (en 1988). Se utiliza en FEMA. Mayor precisión en los datos (algo importante para evitar casos de inundaciones).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",RFI,Request For Information,Solicitud De Información,Solicitud de información.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",RFP,Request For Proposal,Solicitud De Propuesta,Solicitud de propuesta (para que el vendedor indique costos por distintos servicios).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",RFQ,Request For Quote,Solicitud De Presupuesto,Solicitud de presupuesto (para que el vendedor indique el costo de algo específico).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",NOA,Notice Of Acceptance,Notificación De Aprobación / Aceptación,Notificación de aprobación por parte del fabricante.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",NOC,Notice Of Completion,Notificación De Terminación,Notificación de completado por parte del dueño/desarrollador.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ASPR,Administrative Site Plan Review,Revisión Administrativa Del Plano De Situación,Revisión administrativa del plano de situación.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",AHJ,Authority Having Jurisdiction,Autoridad Con Jurisdicción,Entidades responsables de que se cumplan los códigos en una jurisdicción.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",LLC,Limited Liability Company,Sociedad De Responsabilidad Limitada / SRL,"Sociedad de Responsabilidad Limitada (SRL) -> Limitada al capital aportado. Sin doble tributación, las ganancias o pérdidas son asumidas por sus miembros."
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",INC,Incorporated / Corporation,Sociedad Anónima / SA,Sociedad Anónima (SA) -> Posee accionistas y puede entrar en bolsa de valores. Poseen doble tributación (C-Corp). Sus socios/accionistas no declaran impuestos.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",O,Owner,Dueño / Propietario,Dueño.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",GC,General Contractor,Contratista General,Contratista general (se encarga de coordinar múltiples aspectos del proyecto).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",SPC,Specialty Contractor,Contratista Especializado,Contratista especializado (coordina un aspecto específico del proyecto).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",SC,Subcontractor,Subcontratista,"Subcontratista (posee relación contractual con el contratista, pero no con el dueño)."
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",DEV,Developer,Desarrollador / Promotor,Desarrollador (su objetivo es la venta del proyecto tras ser finalizado).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",MFR,Manufacturer,Fabricante,Fabricante.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",RA,Registered Architect,Arquitecto Registrado / Colegiado,Arquitecto Registrado.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ENG,Engineer,Ingeniero,Ingeniero.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",SURVYR,Surveyor,Topógrafo / Agrimensor,Topógrafo.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",P&Z,Planning & Zoning Commission,Comisión De Planeamiento Y Zonificación,Comisión de Planeamiento y Zonificación.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",PM,Project Manager,Gestor De Proyectos / Director De Proyecto,Gestor de Proyectos.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",A/E,Architect & Engineer,Arquitecto E Ingeniero,Arquitecto e ingeniero.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",A/E APPRVL,Architect & Engineer Approval,Aprobación De Arquitecto E Ingeniero,Aprobado por el arquitecto y el ingeniero.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",OAE MEETING,"Owner, Architect & Engineer Meeting","Reunión De Propietario, Arquitecto E Ingeniero","Reunión entre el dueño, el arquitecto y el ingeniero (típicamente bisemanal)."
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",CM,Construction Manager,Gerente De Construcción,Gerente de construcción.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",CF,Construction Foreman,Supervisor De Obra / Capataz,Supervisor de obra.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",CONSTR LOG,Construction Logbook,Bitácora De Obra / Libro De Incidencias,Bitácora / Libro de obra (se anota el avance de los trabajos y cambios en obra).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",SHRHOLDER,Shareholder,Accionista,Accionista de una compañía.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",STKHOLDER,Stakeholder,Parte Interesada,Parte interesada de una compañía (sin ser necesariamente accionista de la misma).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",HUD,House And Urban Development,Desarrollo Urbanístico Y De Vivienda,Desarrollo urbanístico y de vivienda.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",INFILL,Infill Development,Desarrollo De Relleno / Infill,"Desarrollo de relleno (proyecto en zona urbana sin uso, que aumenta la densidad)."
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",IFC,Issued For Construction,Emitido Para Construcción,Planos entregados al contratista para ser revisados antes de enviarse a la ciudad.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",PERMIT SET,Permit Set,Set De Permiso,Set de permiso (conjunto de planos destinados a obtener permiso de construcción).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",SUBMTTAL,Submittal,Envío De Documentación / Entrega,Envío de un set de planos (para una entrega específica de un proyecto).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",RESUBMTTAL,Resubmittal,Reenvío De Documentación,Reenvío de un set de planos (para una entrega específica de un proyecto).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ADD,Addendum,Apéndice / Adenda,Apéndice (información añadida para clarificar un proyecto sin modificarlo).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",AMEND,Amendment,Enmienda,Enmienda (información añadida que modifica de forma significativa el proyecto).
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",CO,Change Order,Orden De Cambio,Orden de cambio (registro de una modificación en el alcance del contrato original). Básicamente es un tipo de enmienda del contrato para la construcción del proyecto.
"CODES, INSTITUTIONS AND CONTRACTUAL LANGUAGE",ASI,Architect's Supplemental Instructions,Instrucciones Suplementarias Del Arquitecto,"Instrucciones suplementarias del arquitecto (documento en el que se solicitan cambios en obra respecto al set de planos constructivos, sin que aumente el costo)."
